시도,구시,동,지번,거래수,제곱미터당,금액중간,면적중간,건축년도,용도,용도지역,최근연
경기,광주시,경안동,5*,1,6821756,1475000000,216.2,1978,제1종근린생활,일반상업,2025
경기,광주시,경안동,63-2,8,2281668,217000000,94.9,2022,제2종근린생활,일반상업,2024
경기,광주시,경안동,7*,2,1867800,1490000000,797.7,1995,제2종근린생활,제1종일반주거,2026
경기,광주시,고산동,390-13,6,5145856,632400000,90.5,2025,제1종근린생활,제2종일반주거,2026
경기,광주시,고산동,390-16,3,4620329,523000000,118.7,2025,제2종근린생활,제2종일반주거,2026
경기,광주시,고산동,391-8,11,7267442,600000000,82.6,2024,제1종근린생활,제2종일반주거,2026
경기,광주시,고산동,654,2,14737661,462500000,30.3,2022,제2종근린생활,제2종일반주거,2026
경기,광주시,곤지암읍 건업리,1**,2,3860884,1508060000,397.0,2022,제2종근린생활,계획관리,2024
경기,광주시,곤지암읍 건업리,2**,3,4041667,777000000,192.0,2024,제1종근린생활,생산관리,2025
경기,광주시,곤지암읍 건업리,3**,2,5188131,1027250000,198.0,2022,제2종근린생활,계획관리,2026
경기,광주시,곤지암읍 건업리,4**,1,4787234,900000000,188.0,2021,제2종근린생활,보전관리,2026
경기,광주시,곤지암읍 건업리,5**,2,3654293,1644500000,445.5,2023,제2종근린생활,계획관리,2026
경기,광주시,곤지암읍 곤지암리,2**,1,2680186,830000000,309.7,2003,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 곤지암리,4**,1,1650698,1287000000,779.7,1993,제2종근린생활,준주거,2026
경기,광주시,곤지암읍 곤지암리,405-2,1,1548737,160000000,103.3,2020,제2종근린생활,제1종일반주거,2025
경기,광주시,곤지암읍 곤지암리,7*,1,2872128,345000000,120.1,2015,제1종근린생활,생산관리,2025
경기,광주시,곤지암읍 만선리,2**,1,2696573,535000000,198.4,1995,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 만선리,3**,1,7192572,1423410000,197.9,2025,제1종근린생활,보전관리,2025
경기,광주시,곤지암읍 만선리,4**,1,2335510,930000000,398.2,2001,제2종근린생활,계획관리,2026
경기,광주시,곤지암읍 만선리,8*,1,1958065,801240000,409.2,2007,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 봉현리,1**,1,3587916,715000000,199.3,2022,제1종근린생활,계획관리,2025
경기,광주시,곤지암읍 봉현리,4**,1,3876786,651300000,168.0,2018,제1종근린생활,보전관리,2025
경기,광주시,곤지암읍 봉현리,6**,8,3598889,696870000,198.0,2025,제2종근린생활,생산관리,2026
경기,광주시,곤지암읍 부항리,1**,1,3636364,720000000,198.0,2023,제2종근린생활,계획관리,2024
경기,광주시,곤지암읍 부항리,2**,2,3033612,1750000000,576.9,2018,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 부항리,3**,3,3475844,1571640000,464.1,2018,제2종근린생활,생산관리,2026
경기,광주시,곤지암읍 부항리,4**,1,3442736,1200000000,348.6,2022,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 부항리,8*,1,1383310,2800000000,2024.1,2008,기타,계획관리,2025
경기,광주시,곤지암읍 삼리,3**,1,1120792,1416210000,1263.6,2001,제1종근린생활,제1종일반주거,2025
경기,광주시,곤지암읍 삼리,4**,3,6239943,569270000,91.2,2024,제1종근린생활,보전녹지,2025
경기,광주시,곤지암읍 삼리,5**,2,2607576,516300000,198.0,1996,제2종근린생활,자연녹지,2026
경기,광주시,곤지암읍 삼리,6**,1,15076923,4900000000,325.0,2007,제2종근린생활,자연녹지,2025
경기,광주시,곤지암읍 삼합리,2*,1,3180407,1564760000,492.0,2021,제2종근린생활,계획관리,2024
경기,광주시,곤지암읍 삼합리,4**,2,1984258,892565000,444.0,2017,제2종근린생활,계획관리,2026
경기,광주시,곤지암읍 삼합리,5**,1,3672652,969580000,264.0,2017,제2종근린생활,계획관리,2026
경기,광주시,곤지암읍 삼합리,7*,1,3990486,755000000,189.2,2022,제1종근린생활,생산관리,2025
경기,광주시,곤지암읍 수양리,2**,1,2979261,985480000,330.8,2018,제2종근린생활,계획관리,2024
경기,광주시,곤지암읍 수양리,3**,2,2705909,1098500000,386.2,2020,제2종근린생활,농림,2026
경기,광주시,곤지암읍 수양리,4*,2,2817212,743195000,298.3,2002,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 수양리,4**,1,3513022,1160000000,330.2,,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 신대리,5*,1,3212974,630000000,196.1,2011,제2종근린생활,준주거,2025
경기,광주시,곤지암읍 신촌리,2**,3,4444444,880000000,198.0,2018,제2종근린생활,계획관리,2026
경기,광주시,곤지암읍 연곡리,1**,3,3608611,649550000,180.0,2021,제2종근린생활,생산관리,2026
경기,광주시,곤지암읍 연곡리,3**,2,4154154,830000000,199.8,2025,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 연곡리,5*,1,6101990,3016580000,494.4,2015,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 열미리,3**,1,2192460,884000000,403.2,1997,제2종근린생활,계획관리,2024
경기,광주시,곤지암읍 열미리,5**,2,3289698,1023500000,380.3,1994,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 오향리,1**,2,1802885,900000000,499.2,2004,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 오향리,2**,1,5183026,160000000,30.9,2022,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 오향리,3**,1,3446878,1700000000,493.2,2019,제2종근린생활,계획관리,2025
경기,광주시,곤지암읍 오향리,7*,1,1752768,570000000,325.2,2008,제2종근린생활,계획관리,2026
경기,광주시,곤지암읍 오향리,8*,1,6176722,1111810000,180.0,2009,제1종근린생활,계획관리,2025
경기,광주시,곤지암읍 이선리,1**,1,4075397,513500000,126.0,2021,제2종근린생활,생산관리,2025
경기,광주시,곤지암읍 이선리,3**,1,2972222,1177000000,396.0,2023,제2종근린생활,계획관리,2024
경기,광주시,곤지암읍 이선리,9*,1,3166667,399000000,126.0,2025,제2종근린생활,생산관리,2026
경기,광주시,남종면 분원리,6*,1,2656691,490000000,184.4,1989,제1종근린생활,제1종일반주거,2025
경기,광주시,남종면 삼성리,2**,1,20016340,980000000,49.0,,제1종근린생활,제1종일반주거,2026
경기,광주시,남한산성면 광지원리,1**,1,2056380,792570000,385.4,2022,제2종근린생활,제1종일반주거,2024
경기,광주시,남한산성면 불당리,241-6,1,1588422,135000000,85.0,2015,제2종근린생활,제1종일반주거,2024
경기,광주시,남한산성면 불당리,241-7,2,1799226,140000000,78.0,2016,제2종근린생활,제1종일반주거,2024
경기,광주시,남한산성면 산성리,5**,4,14089086,1300000000,92.3,1994,제2종근린생활,용도미지정,2026
경기,광주시,남한산성면 산성리,9**,1,3778718,750000000,198.5,1993,제2종근린생활,용도미지정,2026
경기,광주시,남한산성면 엄미리,2**,1,10264968,1015000000,98.9,1996,제1종근린생활,제1종일반주거,2025
경기,광주시,남한산성면 엄미리,6**,1,3532434,550000000,155.7,2023,제1종근린생활,제1종일반주거,2025
경기,광주시,남한산성면 오전리,2**,3,2163849,322500000,149.0,,제1종근린생활,제1종일반주거,2026
경기,광주시,능평동,1**,1,3211594,22160000,6.9,2017,제2종근린생활,계획관리,2025
경기,광주시,능평동,141-2,1,2167183,63000000,29.1,2001,제1종근린생활,계획관리,2026
경기,광주시,능평동,2**,2,3613286,253000000,74.7,2014,기타,보전관리,2026
경기,광주시,능평동,3**,1,9264600,1819660000,196.4,2006,제2종근린생활,계획관리,2024
경기,광주시,능평동,315-27,1,1524927,130000000,85.2,2017,제2종근린생활,계획관리,2025
경기,광주시,능평동,319-1,1,1302083,100000000,76.8,2011,제1종근린생활,계획관리,2026
경기,광주시,능평동,338-47,1,995326,115000000,115.5,2013,제2종근린생활,계획관리,2025
경기,광주시,능평동,463-1,1,4549114,113000000,24.8,2001,제1종근린생활,계획관리,2025
경기,광주시,능평동,602-10,1,624376,25000000,40.0,2018,제2종근린생활,계획관리,2025
경기,광주시,능평동,602-11,1,564516,35000000,62.0,2018,제2종근린생활,계획관리,2025
경기,광주시,능평동,8*,2,6168945,2640000000,399.9,2015,제1종근린생활,계획관리,2026
경기,광주시,도척면 궁평리,1*,1,3385417,650000000,192.0,2023,제1종근린생활,생산관리,2026
경기,광주시,도척면 궁평리,3**,2,8514560,1109500000,131.5,2019,제1종근린생활,자연녹지,2026
경기,광주시,도척면 궁평리,6*,3,5576923,870000000,156.0,2019,제1종근린생활,생산관리,2025
경기,광주시,도척면 궁평리,6**,2,2943248,1103250000,374.8,2024,제2종근린생활,계획관리,2025
경기,광주시,도척면 궁평리,7*,1,5227273,1150000000,220.0,2008,제1종근린생활,보전녹지,2026
경기,광주시,도척면 노곡리,1**,2,3417626,676690000,198.0,2024,제1종근린생활,생산관리,2026
경기,광주시,도척면 도웅리,2*,2,3787902,1485450000,399.2,2024,제2종근린생활,계획관리,2025
경기,광주시,도척면 방도리,*,3,4577235,910000000,198.8,2022,제2종근린생활,계획관리,2025
경기,광주시,도척면 방도리,2**,2,5085501,2029115000,399.0,2020,제2종근린생활,계획관리,2025
경기,광주시,도척면 상림리,1*,1,3348105,1652290000,493.5,2012,제2종근린생활,계획관리,2025
경기,광주시,도척면 상림리,1**,4,3111714,139860000,61.5,2023,제2종근린생활,계획관리,2026
경기,광주시,도척면 상림리,3*,2,1484380,650000000,399.8,2011,제2종근린생활,계획관리,2025
경기,광주시,도척면 상림리,4*,2,4080808,808000000,198.0,2021,제2종근린생활,계획관리,2025
경기,광주시,도척면 유정리,2**,1,2950334,398000000,134.9,2022,제1종근린생활,계획관리,2025
경기,광주시,도척면 유정리,3**,1,2917097,2893760000,992.0,2025,제2종근린생활,계획관리,2026
경기,광주시,도척면 유정리,4**,1,3405923,586500000,172.2,2019,제2종근린생활,생산관리,2026
경기,광주시,도척면 유정리,6**,4,2348516,970000000,501.6,2022,제2종근린생활,생산관리,2025
경기,광주시,도척면 유정리,9*,2,3306601,1380455000,418.0,2024,제2종근린생활,계획관리,2026
경기,광주시,도척면 진우리,*,1,1205678,220000000,182.5,1995,제2종근린생활,생산관리,2025
경기,광주시,도척면 진우리,1**,1,3706566,733900000,198.0,2022,제1종근린생활,계획관리,2025
경기,광주시,도척면 진우리,2**,1,2373626,432000000,182.0,2022,제2종근린생활,계획관리,2026
경기,광주시,도척면 진우리,3**,2,2800533,2341500000,762.5,2020,제1종근린생활,계획관리,2025
경기,광주시,도척면 진우리,5**,5,3539840,920200000,262.3,2023,제2종근린생활,계획관리,2026
경기,광주시,도척면 진우리,7**,1,3337558,666310000,199.6,2025,제2종근린생활,계획관리,2025
경기,광주시,도척면 진우리,8**,1,3070835,1507780000,491.0,2023,제2종근린생활,계획관리,2025
경기,광주시,도척면 추곡리,1**,1,1046900,251570000,240.3,2002,제2종근린생활,계획관리,2025
경기,광주시,도척면 추곡리,2**,1,3005747,523000000,174.0,2018,제1종근린생활,생산관리,2026
경기,광주시,매산동,1**,1,3344854,1626870000,486.4,2013,제2종근린생활,계획관리,2025
경기,광주시,매산동,2**,2,4262997,1141065000,301.5,2014,제1종근린생활,보전관리,2024
경기,광주시,매산동,6**,2,8544396,1998275000,331.6,2016,제1종근린생활,자연녹지,2026
경기,광주시,매산동,7**,2,3390368,1875000000,572.0,2001,제2종근린생활,농림,2026
경기,광주시,목동,1**,2,3060013,810000000,372.4,2002,제2종근린생활,계획관리,2026
경기,광주시,목동,2**,4,3638116,2472000000,682.9,2018,제1종근린생활,계획관리,2025
경기,광주시,목동,3**,2,3000164,1520000000,546.0,2007,기타,계획관리,2026
경기,광주시,목현동,4**,1,2987848,595000000,199.1,1996,제2종근린생활,계획관리,2026
경기,광주시,목현동,6**,2,2615098,322860000,123.5,2025,제1종근린생활,계획관리,2025
경기,광주시,문형동,1**,3,2656410,1976000000,760.9,2015,제1종근린생활,계획관리,2026
경기,광주시,문형동,3*,3,3102069,1400000000,273.0,2026,제1종근린생활,보전관리,2026
경기,광주시,문형동,4**,4,3599279,1294500000,365.5,2009,제1종근린생활,계획관리,2025
경기,광주시,문형동,5**,1,5792929,2294000000,396.0,2009,제2종근린생활,계획관리,2025
경기,광주시,삼동,1**,1,2366043,688140000,290.8,2005,제2종근린생활,계획관리,2024
경기,광주시,삼동,2**,1,5531466,944000000,170.7,2004,제1종근린생활,계획관리,2026
경기,광주시,삼동,505,1,4562044,250000000,54.8,2023,제1종근린생활,계획관리,2024
경기,광주시,송정동,1*,1,10101010,1000000000,99.0,1997,제2종근린생활,계획관리,2025
경기,광주시,송정동,3**,5,2707618,1191000000,439.9,2019,제2종근린생활,준주거,2026
경기,광주시,송정동,350-45,1,2242871,210000000,93.6,2016,제1종근린생활,용도미지정,2024
경기,광주시,송정동,390-2,1,3056546,180000000,58.9,2014,제2종근린생활,준주거,2025
경기,광주시,송정동,394-2,1,3846602,330000000,85.8,2015,제2종근린생활,제1종일반주거,2026
경기,광주시,송정동,398-16,1,2531646,200000000,79.0,2014,제2종근린생활,준주거,2026
경기,광주시,송정동,4**,2,4348318,1760500000,412.8,2011,제2종근린생활,용도미지정,2026
경기,광주시,송정동,560,1,8282828,164000000,19.8,2004,제2종근린생활,계획관리,2025
경기,광주시,송정동,6**,1,16645859,2400000000,144.2,2022,제2종근린생활,일반상업,2025
경기,광주시,신현동,1**,1,3888088,2400000000,617.3,2025,제1종근린생활,계획관리,2025
경기,광주시,신현동,3**,1,7555658,1310000000,173.4,1999,제1종근린생활,계획관리,2025
경기,광주시,신현동,398-73,1,1639344,162000000,98.8,2019,제2종근린생활,계획관리,2026
경기,광주시,신현동,5**,1,3402245,3400000000,999.3,2015,제2종근린생활,계획관리,2024
경기,광주시,신현동,570-20,2,3663410,330000000,90.1,2012,제1종근린생활,계획관리,2026
경기,광주시,신현동,6**,2,7394869,2491930000,383.7,2021,제2종근린생활,계획관리,2026
경기,광주시,신현동,806-1,1,1228501,115000000,93.6,2011,제2종근린생활,계획관리,2025
경기,광주시,쌍령동,1**,2,9809420,7193150000,696.1,2024,제2종근린생활,자연녹지,2025
경기,광주시,쌍령동,254-5,2,3042527,145000000,49.8,2013,제2종근린생활,제1종일반주거,2026
경기,광주시,쌍령동,353-9,1,2418380,80000000,33.1,2000,제2종근린생활,제3종일반주거,2025
경기,광주시,쌍령동,360-1,1,4040404,80000000,19.8,2003,제1종근린생활,제3종일반주거,2026
경기,광주시,쌍령동,368-9,1,10040161,300000000,29.9,2002,제1종근린생활,제1종일반주거,2025
경기,광주시,쌍령동,4*,3,15042065,3335420000,221.6,2013,제2종근린생활,자연녹지,2026
경기,광주시,쌍령동,503,1,6797853,190000000,28.0,2018,제2종근린생활,제2종일반주거,2026
경기,광주시,양벌동,1111,1,8933263,340000000,38.1,2018,제2종근린생활,제2종일반주거,2025
경기,광주시,양벌동,2**,1,4017194,4000000000,995.7,2018,기타,자연녹지,2026
경기,광주시,양벌동,3**,1,6984848,1383000000,198.0,2022,제2종근린생활,농림,2026
