시도,구시,동,단지,거래수,제곱미터당,금액중간,면적중간,건축년도,최근연
서울,강남구,역삼동,이지마루역삼,2,14245283,377500000,26.5,2018,2026
서울,강남구,역삼동,진넥스빌2,5,8218029,200000000,23.8,2003,2026
서울,강남구,역삼동,테헤란아이파크,39,34912936,2800000000,80.2,2014,2026
서울,강남구,역삼동,트레벨,5,16427718,550000000,33.5,2002,2026
서울,강남구,역삼동,풍림지오빌,1,11009604,470000000,42.7,2002,2026
서울,강남구,역삼동,프리마빌,3,11369789,1085000000,92.4,2003,2026
서울,강남구,역삼동,프리빌리지,1,12605042,630000000,50.0,2017,2026
서울,강남구,역삼동,한스빌(836),16,11123229,450000000,39.9,1996,2026
서울,강남구,역삼동,한화진넥스빌,25,9924277,430000000,43.6,2001,2026
서울,강남구,역삼동,현대까르띠에710,15,20820732,3400000000,149.7,2001,2026
서울,강남구,역삼동,현대휴먼터치빌,4,8617330,272500000,30.9,1999,2026
서울,강남구,율현동,강남한신휴플러스6단지,13,19173058,1450000000,84.8,2015,2026
서울,강남구,율현동,강남한신휴플러스8단지,1,15692428,1600000000,102.0,2015,2025
서울,강남구,일원동,가람,9,33794572,2780000000,75.2,1993,2026
서울,강남구,일원동,개포한신,46,23874335,2300000000,107.6,1984,2026
서울,강남구,일원동,디에이치자이개포,47,40282501,3330000000,84.7,2021,2026
서울,강남구,일원동,디에이치포레센트,12,34141747,2930000000,84.9,2021,2026
서울,강남구,일원동,래미안 개포 루체하임,69,35651253,2915000000,85.0,2018,2026
서울,강남구,일원동,목련타운,30,23950296,2790000000,99.8,1993,2026
서울,강남구,일원동,삼성,3,24612877,1750000000,61.4,1986,2026
서울,강남구,일원동,상록수,34,29849745,2390000000,74.5,1993,2026
서울,강남구,일원동,샘터마을,28,23052475,2775000000,134.4,1994,2026
서울,강남구,일원동,수서,61,25580480,1300000000,50.8,1992,2026
서울,강남구,일원동,우성7,25,31903453,2500000000,83.7,1987,2026
서울,강남구,일원동,푸른마을아파트101동~111동,74,28470588,1975000000,59.8,1994,2026
서울,강남구,일원동,한솔마을,34,34308344,2480000000,63.8,1994,2026
서울,강남구,일원동,현대4,9,25888444,2200000000,85.0,1987,2026
서울,강남구,자곡동,강남브리즈힐(토지임대부아파트),25,15422945,1180000000,74.4,2014,2026
서울,강남구,자곡동,강남자곡 힐스테이트,104,17814391,1237500000,59.9,2015,2026
서울,강남구,자곡동,강남자곡아이파크,73,22008804,1600000000,75.0,2014,2026
서울,강남구,자곡동,강남한양수자인(4단지),50,18777933,1850000000,101.4,2014,2026
서울,강남구,자곡동,래미안강남힐즈,80,21477897,2135000000,101.9,2014,2026
서울,강남구,자곡동,래미안포레,19,19767031,1700000000,85.0,2014,2026
서울,강남구,청담동,BRUNNEN청담,1,25642290,5200000000,202.8,2019,2026
서울,강남구,청담동,PH129,4,53474960,14650000000,274.0,2020,2025
서울,강남구,청담동,골든아트빌,1,14543794,2230000000,153.3,2000,2026
서울,강남구,청담동,구산,2,27302060,2200000000,80.6,1993,2026
서울,강남구,청담동,뉴현대리버빌,1,14068999,2300000000,163.5,1996,2025
서울,강남구,청담동,대우로얄카운티2,2,20166639,4865000000,241.2,2002,2026
서울,강남구,청담동,대우리츠카운티,1,19837521,4200000000,211.7,2001,2025
서울,강남구,청담동,대우유로카운티,8,23666447,2875000000,121.5,2004,2026
서울,강남구,청담동,동양파라곤,5,29807043,5100000000,171.1,2006,2026
서울,강남구,청담동,라테라스청담,2,16373492,543500000,31.9,2018,2026
서울,강남구,청담동,래미안청담로이뷰,17,31578947,3480000000,110.2,1992,2026
서울,강남구,청담동,마크힐스이스트윙,1,43554910,8400000000,192.9,2010,2026
서울,강남구,청담동,목화,2,22019855,2950000000,134.0,1995,2026
서울,강남구,청담동,빌폴라리스,1,31925788,5300000000,166.0,2009,2025
서울,강남구,청담동,삼성청담공원아파트,29,24249207,2180000000,107.2,1999,2026
서울,강남구,청담동,삼성청담아파트,12,23259216,2486500000,99.9,1999,2026
서울,강남구,청담동,삼호빌라B동,1,21344252,4900000000,229.6,1997,2025
서울,강남구,청담동,삼호빌라씨동,1,22631327,5200000000,229.8,1998,2025
서울,강남구,청담동,삼환(101동),19,23006135,1900000000,84.9,1999,2026
서울,강남구,청담동,상지리츠빌4B,3,21999097,3900000000,177.3,2000,2025
서울,강남구,청담동,상지리츠빌5B,1,19954203,3050000000,152.8,2001,2025
서울,강남구,청담동,상지리츠빌6,3,21350414,3200000000,150.8,2002,2026
서울,강남구,청담동,상지리츠빌9차,1,24392672,4900000000,200.9,2004,2025
서울,강남구,청담동,상지리츠빌카일룸3차,1,35637919,7000000000,196.4,2009,2025
서울,강남구,청담동,신동아,4,35672239,3030000000,84.9,1997,2026
서울,강남구,청담동,신동아빌라트,1,15498742,3510000000,226.5,1995,2025
서울,강남구,청담동,씨티2차(201동),1,33795802,2850000000,84.3,1992,2025
서울,강남구,청담동,씨티2차(202동),1,30842745,3550000000,115.1,1992,2024
서울,강남구,청담동,에비뉴나인티,3,22076613,1095000000,49.7,2020,2026
서울,강남구,청담동,에테르노청담,1,94258124,21800000000,231.3,2023,2026
서울,강남구,청담동,연세리버테라스,2,27105836,6600000000,243.5,2003,2026
서울,강남구,청담동,연세청담파크빌,1,17743666,4300000000,242.3,1999,2025
서울,강남구,청담동,영풍마드레빌,2,16612111,2030000000,122.2,2003,2025
서울,강남구,청담동,우성아파트,4,16345406,1380000000,83.8,2005,2026
서울,강남구,청담동,이니그마빌2,1,23841519,5500000000,230.7,2002,2026
서울,강남구,청담동,진흥아파트,14,28754091,3545000000,109.3,1984,2026
서울,강남구,청담동,"청담2차이-편한세상(201동,202동,203동)",3,21730580,2220000000,102.3,2006,2026
서울,강남구,청담동,청담2차이-편한세상(204동),5,25038246,2455000000,98.0,2005,2026
서울,강남구,청담동,청담2차이-편한세상(205동),3,24772915,2200000000,84.8,2006,2026
서울,강남구,청담동,청담3차이-편한세상(301동),8,23272920,1977500000,85.0,2007,2026
서울,강남구,청담동,청담4차이-편한세상,11,25777462,2500000000,84.6,2011,2026
서울,강남구,청담동,청담8차상지리츠빌,1,21576157,5900000000,273.4,2003,2025
서울,강남구,청담동,청담건영,26,39009398,3300000000,84.6,1994,2026
서울,강남구,청담동,청담대림이-편한세상,30,28435056,2515000000,81.8,2002,2026
서울,강남구,청담동,청담대우멤버스카운티12차,1,19030166,2700000000,141.9,2004,2026
서울,강남구,청담동,청담대우멤버스카운티9차,1,20193861,2500000000,123.8,2004,2026
서울,강남구,청담동,청담동삼성1차(101동),13,24122029,1900000000,84.6,1997,2026
서울,강남구,청담동,청담동현대빌라트,1,19861784,3650000000,183.8,1998,2025
서울,강남구,청담동,청담디에브스아파트,2,13331487,1164000000,87.1,2017,2026
서울,강남구,청담동,청담로얄카운티,1,25493945,5600000000,219.7,1999,2026
서울,강남구,청담동,청담린든그로브,4,32824340,2940000000,85.0,2017,2026
서울,강남구,청담동,청담매스터빌,2,21205892,4200000000,198.8,1994,2026
서울,강남구,청담동,청담스위트,9,15642458,208000000,13.4,2015,2026
서울,강남구,청담동,청담신원아침도시마인,8,12225654,340000000,27.7,2013,2026
서울,강남구,청담동,청담아이파크,13,27694543,3050000000,110.1,1992,2026
서울,강남구,청담동,청담우방아파트,11,22610310,2200000000,118.5,1999,2026
서울,강남구,청담동,청담자이,55,50080577,2780000000,49.6,2011,2026
서울,강남구,청담동,청담파라곤Ⅱ2단지,2,29264486,4500000000,153.8,2010,2025
서울,강남구,청담동,청담현대3차아파트,26,33904528,2780000000,85.0,1999,2026
서울,강남구,청담동,청담힐(에이동)진도(비동),2,21491533,4140000000,192.6,1997,2026
서울,강남구,청담동,한신오페라하우스,4,22270338,2250000000,92.9,2003,2026
서울,강남구,청담동,한신오페라하우스2차,3,19547496,2350000000,120.2,2005,2025
서울,강남구,청담동,현대빌라(43-1),1,16804463,2500000000,148.8,1992,2026
서울,강남구,청담동,현대아파트,24,21354412,1810000000,84.8,1988,2026
서울,강남구,청담동,현대아파트(75-1),3,23887352,2910000000,95.4,1983,2025
서울,강남구,청담동,현대한강빌라,3,26566857,3620000000,136.3,1992,2026
서울,강남구,청담동,효성빌라청담101(2차),1,34822279,7533800000,216.4,2022,2025
서울,강남구,청담동,효성빌라청담101(B동),1,49836818,11300000000,226.7,2019,2025
서울,강남구,청담동,휴먼스타빌,3,19495892,700000000,35.9,2005,2025
서울,강동구,강일동,강동리버스트4단지,89,15335889,830000000,49.8,2020,2026
서울,강동구,강일동,강동리버스트8단지,50,18937087,957500000,49.8,2021,2026
서울,강동구,강일동,강일리버파크10단지,27,13013131,1200000000,84.7,2009,2026
서울,강동구,강일동,강일리버파크1단지,15,12377697,1000000000,84.5,2009,2026
서울,강동구,강일동,강일리버파크2단지,20,12185023,1030000000,84.7,2009,2026
서울,강동구,강일동,강일리버파크3단지,33,14869011,1145000000,59.9,2009,2026
서울,강동구,강일동,강일리버파크4단지,18,12421625,1050000000,84.7,2009,2026
서울,강동구,강일동,강일리버파크5단지,26,13255098,987500000,84.6,2009,2026
서울,강동구,강일동,강일리버파크6단지,27,13249734,1120000000,84.5,2009,2026
서울,강동구,강일동,강일리버파크7단지,32,14271522,1025000000,84.5,2009,2026
서울,강동구,강일동,강일리버파크8단지,19,12613462,1070000000,84.8,2009,2026
서울,강동구,강일동,강일리버파크9단지,7,13900390,1175000000,84.5,2009,2026
서울,강동구,강일동,고덕리엔파크1단지,17,14356319,1100000000,84.9,2011,2026
서울,강동구,강일동,고덕리엔파크2단지,24,15013215,1277500000,84.9,2011,2026
서울,강동구,강일동,힐스테이트리슈빌강일,35,16653191,1495000000,84.9,2023,2026
서울,강동구,고덕동,고덕 아이파크,73,19568621,1850000000,85.0,2011,2026
서울,강동구,고덕동,고덕그라시움,424,26762566,1897500000,73.6,2019,2026
서울,강동구,고덕동,고덕센트럴푸르지오,102,21978023,1315000000,59.1,2020,2026
서울,강동구,고덕동,고덕풍경채어바니티,17,19940582,1700000000,84.2,2024,2026
서울,강동구,고덕동,대우,15,11614583,1097000000,96.0,1986,2026
서울,강동구,고덕동,래미안힐스테이트고덕,327,22968198,1810000000,84.9,2016,2026
서울,강동구,고덕동,배재현대,62,18220812,1250000000,59.9,1995,2026
서울,강동구,고덕동,아남1,133,15435393,1170000000,84.9,1996,2026
서울,강동구,길동,SM드림빌,1,8306295,640000000,77.0,2002,2025
서울,강동구,길동,SM빌,2,5905206,760000000,128.7,2001,2025
서울,강동구,길동,SM해그린12차,3,9033424,670000000,60.7,2006,2026
서울,강동구,길동,강동LG자이,60,12959472,1375000000,105.7,2003,2026
서울,강동구,길동,강동렘브란트,13,6872636,109000000,15.9,2014,2026
서울,강동구,길동,강동역에스케이허브,15,10145655,920000000,84.9,2006,2026
서울,강동구,길동,강동와이시티,3,7158196,100000000,14.0,2014,2025
서울,강동구,길동,강동큐브,8,7405925,92500000,12.5,2013,2026
서울,강동구,길동,강동큐브(2차),16,6944444,105000000,15.1,2013,2026
서울,강동구,길동,강동한신휴플러스,12,8189586,672500000,84.7,2006,2026
서울,강동구,길동,강동헤리티지자이,35,26508836,1550000000,60.0,2024,2026
서울,강동구,길동,거산유팰리스2차,108,12754184,411945000,33.2,2022,2024
서울,강동구,길동,경지Arium,10,13810198,195000000,14.1,2019,2026
서울,강동구,길동,골드빌4차,1,7654263,650000000,84.9,2004,2026
서울,강동구,길동,골드클래스,6,8981643,535000000,59.9,2022,2026
서울,강동구,길동,광남(355-2),1,5685183,480000000,84.4,2004,2024
서울,강동구,길동,광남벨라스613V,5,8887572,655000000,67.5,2004,2026
서울,강동구,길동,광남아파트102동,1,8407080,665000000,79.1,2003,2026
서울,강동구,길동,광남캐스빌(247-0),4,10037295,847500000,84.4,2006,2026
서울,강동구,길동,광남캐스빌(389-9),1,5798130,490000000,84.5,2005,2025
서울,강동구,길동,광남캐스빌610V,1,7137560,385000000,53.9,2003,2026
서울,강동구,길동,길동3차이룸,5,7897597,650000000,82.8,2005,2026
서울,강동구,길동,길동다성이즈빌,3,12785388,420000000,32.8,2023,2026
서울,강동구,길동,길동쎈스빌주상복합,1,7333806,620000000,84.5,2004,2025
서울,강동구,길동,길동우성,97,12609457,900000000,84.8,1994,2026
서울,강동구,길동,노블레스(383-8),1,7368421,623000000,84.6,2004,2025
서울,강동구,길동,다성이즈빌,27,13189448,515000000,46.2,2018,2026
서울,강동구,길동,다성이즈빌(349-1),5,7558140,134000000,17.2,2012,2026
서울,강동구,길동,다성이즈빌(387-4),5,13117284,425000000,32.4,2018,2026
서울,강동구,길동,다성이즈빌(주상복합),9,8803301,330000000,36.6,2015,2026
서울,강동구,길동,다성이즈빌아파트,1,7771106,660000000,84.9,2005,2025
서울,강동구,길동,다성이즈빌아파트(388-4),2,9867782,755000000,76.0,2004,2026
서울,강동구,길동,다성이즈텔,2,6862630,582500000,84.9,2004,2025
서울,강동구,길동,다성팰리스,2,8945565,470000000,52.5,2004,2025
서울,강동구,길동,다오아트빌,1,8392641,625000000,74.5,2001,2026
서울,강동구,길동,대상,8,7795952,663250000,85.0,1999,2026
서울,강동구,길동,도림씨티빌1,2,7403053,565000000,76.7,2001,2026
서울,강동구,길동,동삼빌라트,7,8193691,605000000,59.2,1998,2026
서울,강동구,길동,동서울오네뜨,8,8839650,740000000,84.8,2009,2026
서울,강동구,길동,동심훼밀리,2,7592636,639000000,84.2,2002,2026
서울,강동구,길동,라인,9,10301969,635000000,59.9,1998,2026
서울,강동구,길동,메트로아파트,2,8495575,720000000,84.8,2004,2026
서울,강동구,길동,문화1,2,7702997,637500000,82.8,1998,2026
서울,강동구,길동,삼유스위트빌,1,6669631,750000000,112.4,2002,2025
서울,강동구,길동,삼익세라믹,4,9605186,815000000,84.8,1992,2026
서울,강동구,길동,삼익파크맨션,213,14384509,1050000000,63.4,1982,2026
서울,강동구,길동,서한베네치아,3,6283497,680000000,107.3,2005,2026
서울,강동구,길동,시가오똠,2,8413744,715000000,85.0,2004,2026
서울,강동구,길동,신동아4,8,8571429,597500000,81.2,1999,2026
서울,강동구,길동,신암가온,4,7671958,435000000,56.7,2002,2026
서울,강동구,길동,에스아이팰리스강동센텀I,37,13900153,462750000,33.3,2023,2026
서울,강동구,길동,에스아이팰리스강동센텀Ⅱ,5,13421280,532000000,39.5,2023,2026
서울,강동구,길동,에스엠이로빌,3,7330483,600000000,81.8,2004,2025
서울,강동구,길동,에스엠이로빌(379-0),6,9518795,595000000,61.7,2004,2026
서울,강동구,길동,에이치비골드빌(102동),4,10554604,677500000,64.2,2004,2026
서울,강동구,길동,에이치비골드빌(103동),12,9590899,604500000,62.4,2004,2026
서울,강동구,길동,엠엑스아뜨리에빌아파트,1,7032290,422500000,60.1,2009,2025
서울,강동구,길동,엠프라자아파트(152-9),1,7545575,625000000,82.8,2004,2025
서울,강동구,길동,예건타워빌,4,7975312,582500000,70.7,2005,2026
서울,강동구,길동,예다움,2,9253721,675000000,73.4,2004,2026
서울,강동구,길동,예전이룸1차,4,9029238,691500000,76.6,2004,2026
서울,강동구,길동,예전이룸2차,3,8556726,715000000,83.6,2004,2026
서울,강동구,길동,우림루미아트,10,9104884,770000000,84.1,2003,2026
서울,강동구,길동,우성,5,8902692,430000000,48.3,1996,2026
서울,강동구,길동,유덕휴먼빌,8,8330910,629000000,74.3,2003,2026
서울,강동구,길동,율전에버그린아파트,3,10002299,435000000,43.1,2016,2026
서울,강동구,길동,이스트드림힐,7,7553405,640000000,84.9,2003,2026
서울,강동구,길동,이편한세상강동에코포레,43,19676505,1360000000,60.0,2020,2026
서울,강동구,길동,장인이즈빌,7,9894187,720000000,72.8,2004,2026
서울,강동구,길동,주풍그린빌,3,6661414,930000000,139.6,1996,2026
서울,강동구,길동,중앙하이츠강동,2,13381333,592500000,44.3,2024,2025
서울,강동구,길동,청광플러스원(큐브1차),9,5993407,100000000,16.7,2012,2026
서울,강동구,길동,청광플러스원큐브2차,18,7019662,101750000,14.5,2013,2026
서울,강동구,길동,청광플러스원큐브3차,12,7274783,96500000,13.3,2014,2026
서울,강동구,길동,청원파크빌2,3,7651560,650000000,85.0,2004,2026
서울,강동구,길동,청원파크빌3,1,8199643,690000000,84.2,2006,2026
서울,강동구,길동,탑건위너빌1,1,9597997,690000000,71.9,2001,2026
서울,강동구,길동,태성,1,9156311,700000000,76.4,2003,2025
서울,강동구,길동,태솔,5,7060500,530000000,73.8,2009,2026
서울,강동구,길동,하나플러스,9,9310548,790000000,84.8,2004,2026
서울,강동구,길동,하이브,3,8504252,660000000,78.3,2006,2026
서울,강동구,길동,하이존,1,7095317,597000000,84.1,2004,2025
서울,강동구,길동,한건,2,8196345,632500000,77.3,2001,2026
서울,강동구,길동,한빛골드빌1차,12,9321917,677500000,72.4,2001,2026
서울,강동구,길동,한솔브리즈,1,7892567,670000000,84.9,2004,2026
서울,강동구,길동,한일시티타워(우성아트빌),22,5234602,570000000,104.6,2013,2026
서울,강동구,길동,한전우성1,16,8830022,720000000,81.6,1989,2026
서울,강동구,길동,해맞이에이동,2,8275656,693500000,83.8,2005,2026
서울,강동구,길동,현대1,30,10751738,857500000,84.9,1996,2026
서울,강동구,길동,현대웰하임(101동),6,6692612,113500000,17.0,2012,2026
서울,강동구,길동,현대웰하임(201동),8,5702239,84000000,14.5,2012,2026
서울,강동구,길동,형인허브빌아파트,3,8300490,695000000,83.3,2005,2025
서울,강동구,길동,효성노바,2,7579325,530000000,71.5,2003,2026
서울,강동구,길동,희훈리치파크1,3,9411484,790000000,83.9,2002,2026
서울,강동구,둔촌동,KNP이스트빌,5,9602922,700000000,84.9,2004,2026
서울,강동구,둔촌동,경방필하우스,2,6384733,542000000,84.9,2003,2026
서울,강동구,둔촌동,광남아파트101동,1,11461657,970000000,84.6,2004,2026
서울,강동구,둔촌동,광남아파트102동,3,9217679,780000000,84.6,2004,2025
서울,강동구,둔촌동,광남캐스빌(631),2,10402448,884000000,85.0,2012,2025
서울,강동구,둔촌동,광남캐스빌101동,2,10295344,864500000,84.0,2004,2025
서울,강동구,둔촌동,광남캐스빌103동,1,12622390,1070000000,84.8,2004,2026
서울,강동구,둔촌동,광남캐스빌105동,4,8927609,994000000,111.3,2006,2026
서울,강동구,둔촌동,그랜드1,1,7363838,795000000,108.0,2003,2025
서울,강동구,둔촌동,노바,1,4923761,310000000,63.0,2002,2026
서울,강동구,둔촌동,다원애버니아,1,9954806,815000000,81.9,2004,2025
서울,강동구,둔촌동,더샵둔촌포레,38,17211134,1616750000,93.8,1984,2026
서울,강동구,둔촌동,더샵파크솔레이유,21,21049115,1280000000,59.9,2023,2026
서울,강동구,둔촌동,도원빌,2,7772021,660000000,84.9,2003,2025
서울,강동구,둔촌동,동아,7,12266112,645000000,54.0,1992,2026
서울,강동구,둔촌동,동호리츠빌,5,9510870,690000000,68.5,2004,2026
서울,강동구,둔촌동,둔촌푸르지오,128,18339446,1385000000,84.9,2010,2026
서울,강동구,둔촌동,둔촌하이츠,42,14509115,967500000,59.8,1998,2026
서울,강동구,둔촌동,둔촌현대수린나아파트,2,12047754,917000000,75.9,2019,2026
서울,강동구,둔촌동,라이프101동(544)102동(544-1),3,9669031,818000000,84.6,1993,2026
서울,강동구,둔촌동,미랜드퀸아파트101동,2,9334559,1320000000,141.4,2009,2026
서울,강동구,둔촌동,상상프리,3,7503054,430000000,57.7,2012,2025
서울,강동구,둔촌동,성원,5,10385005,630000000,59.2,1995,2026
서울,강동구,둔촌동,세양청마루,11,8444339,710000000,84.4,2005,2026
서울,강동구,둔촌동,신동아파밀리에,44,16421569,1220000000,59.4,2002,2026
서울,강동구,둔촌동,신성둔촌미소지움1,79,15891603,1040000000,59.8,1998,2026
서울,강동구,둔촌동,신성둔촌미소지움2,40,15005004,1220000000,84.8,2000,2026
서울,강동구,둔촌동,아인리베,9,9411484,790000000,83.8,2005,2026
서울,강동구,둔촌동,암펠로스타워,4,8606812,910000000,108.0,2006,2026
서울,강동구,둔촌동,올림픽파크포레온,122,34768796,2085500000,60.0,2024,2026
서울,강동구,둔촌동,월드메르디앙올림픽파크,4,14367333,855000000,59.5,2024,2025
서울,강동구,둔촌동,찬솔,3,8940358,745000000,83.3,2007,2025
서울,강동구,둔촌동,청원파크빌,5,10370021,880000000,84.9,2003,2026
서울,강동구,둔촌동,청호뜨레피움퍼스트아파트,7,10485437,594000000,58.2,2016,2026
서울,강동구,둔촌동,초원동아,34,11530709,728500000,59.6,1997,2026
서울,강동구,둔촌동,태천해오름,2,6682635,527500000,78.3,2003,2026
서울,강동구,둔촌동,프라자,46,12606583,1190000000,83.4,1984,2026
서울,강동구,둔촌동,한솔,1,17875042,1070000000,59.9,2008,2025
서울,강동구,둔촌동,한솔솔파크,9,11954077,980000000,84.5,2003,2026
서울,강동구,둔촌동,현대2,31,13177902,930000000,69.2,1988,2026
서울,강동구,둔촌동,현대3,28,11897547,838750000,69.3,1988,2026
서울,강동구,둔촌동,현대4,27,12526489,1064000000,84.9,1996,2026
서울,강동구,명일동,KNP,1,7672332,650000000,84.7,2002,2025
서울,강동구,명일동,고덕삼환아파트,7,14531449,1445000000,84.6,1987,2026
서울,강동구,명일동,고덕주공9,130,16163793,1350000000,83.5,1985,2026
서울,강동구,명일동,다성씨티(1차),1,8788449,560000000,63.7,2002,2025
서울,강동구,명일동,다성이즈빌(346-12),1,7844069,660000000,84.1,2004,2025
서울,강동구,명일동,다성이즈빌(명일4차),3,7926684,666000000,84.0,2005,2026
서울,강동구,명일동,동양타워,2,8180666,710000000,86.8,1995,2025
서울,강동구,명일동,동은,2,8032044,527500000,66.9,2004,2026
서울,강동구,명일동,동은그랜드,1,7974577,665000000,83.4,2006,2025
서울,강동구,명일동,래미안솔베뉴,191,24530536,1550000000,59.1,2019,2026
서울,강동구,명일동,명일동다성이즈빌아파트,1,9342978,775000000,83.0,2010,2025
서울,강동구,명일동,명일우성,39,16460905,1750000000,133.6,1986,2026
서울,강동구,명일동,명일지에스아파트,105,12928583,955000000,84.9,1999,2026
서울,강동구,명일동,명일진로,5,9878419,1170000000,118.4,1994,2026
서울,강동구,명일동,삼보힐아파트,2,7312062,743500000,103.3,2001,2026
서울,강동구,명일동,삼익가든,112,14724992,1240000000,72.6,1984,2026
서울,강동구,명일동,삼익그린11차,8,16940982,1445000000,75.7,1986,2026
서울,강동구,명일동,삼익그린2차,230,21893815,1486250000,66.9,1983,2026
서울,강동구,명일동,삼환,16,16295773,1384000000,84.9,1992,2026
서울,강동구,명일동,시앤디아파트,6,13752113,747500000,54.5,2025,2026
서울,강동구,명일동,신동아,48,17786629,1900000000,112.9,1986,2026
서울,강동구,명일동,에스엠해그린,1,8749113,740000000,84.6,2004,2026
서울,강동구,명일동,우성101동,8,10027068,851000000,85.0,2004,2026
서울,강동구,명일동,우성102동,4,10593906,880000000,85.0,2004,2026
서울,강동구,명일동,우성103동,2,8829202,745000000,84.4,2004,2025
서울,강동구,명일동,중앙,5,9427292,800000000,84.9,2001,2026
서울,강동구,명일동,태천해오름101동,2,8555277,682500000,79.6,2004,2025
서울,강동구,명일동,태천해오름103동,1,7921185,599000000,75.6,2004,2025
서울,강동구,명일동,한강훼미리,3,7836436,665000000,84.9,2004,2025
서울,강동구,명일동,한양,40,18118808,1800000000,106.6,1986,2026
서울,강동구,명일동,해밀,2,9461200,648500000,68.6,2007,2026
서울,강동구,명일동,현대(고덕),43,16134731,1835000000,131.8,1986,2026
서울,강동구,명일동,현대(명일),37,13049571,900000000,57.1,1988,2026
서울,강동구,명일동,형인허브빌,8,10427239,883500000,84.2,2002,2026
서울,강동구,상일동,강동리엔파크14단지,47,17508553,890000000,49.7,2021,2026
서울,강동구,상일동,고덕롯데캐슬베네루체,210,20018134,1550000000,84.5,2019,2026
서울,강동구,상일동,고덕리엔파크3단지,62,13894619,1153750000,84.9,2011,2026
서울,강동구,상일동,고덕센트럴IPARK,189,21654702,1600000000,74.9,2019,2026
서울,강동구,상일동,고덕숲아이파크,76,19446081,1450000000,84.8,2018,2026
서울,강동구,상일동,고덕아르테스미소지움,11,22511256,1410000000,60.0,2022,2026
서울,강동구,상일동,고덕아르테온,366,23657886,1800000000,84.9,2020,2026
서울,강동구,상일동,고덕자이,153,21990206,1600000000,84.4,2021,2026
서울,강동구,상일동,동아,29,9232068,579000000,59.2,1997,2026
서울,강동구,상일동,중앙하이츠,66,13304972,927500000,72.1,1992,2026
서울,강동구,성내동,LIGA,3,9951714,845000000,84.9,2008,2026
서울,강동구,성내동,강동네스빌,4,9529652,233000000,26.8,2002,2026
서울,강동구,성내동,건영아모리움,1,10886616,127000000,11.7,2017,2026
서울,강동구,성내동,경보그레이스힐,5,9889715,797000000,83.4,2002,2026
서울,강동구,성내동,광남캐스빌(435-7),1,7294976,620000000,85.0,2003,2024
서울,강동구,성내동,광남캐스빌(443-26),3,11405445,660000000,61.7,2009,2026
서울,강동구,성내동,광남캐스빌(448-5),2,9546022,806000000,84.4,2001,2026
서울,강동구,성내동,광남캐스빌(510-1),2,7052943,545000000,77.3,2002,2026
서울,강동구,성내동,그란츠리버파크,6,24949738,1504500000,60.0,2025,2026
서울,강동구,성내동,금광포란재,4,11048861,1067500000,99.3,2007,2026
서울,강동구,성내동,노블네스트,3,8436546,940000000,111.4,2002,2025
서울,강동구,성내동,다성이즈빌,9,7789803,273500000,35.1,2014,2026
서울,강동구,성내동,다성이즈빌아파트,9,12668250,480000000,37.6,2016,2026
서울,강동구,성내동,대주그린빌,3,7454878,570000000,76.5,2003,2026
서울,강동구,성내동,동남1,2,8836391,742500000,84.0,2001,2025
서울,강동구,성내동,동남2,2,9736081,717500000,73.4,2002,2026
서울,강동구,성내동,동남드림빌,1,10179641,850000000,83.5,2006,2025
서울,강동구,성내동,동방,6,9081793,610000000,65.7,1995,2026
서울,강동구,성내동,동아1,10,10911701,850000000,84.9,1997,2026
서울,강동구,성내동,동아2,6,9570912,630000000,70.1,1996,2026
서울,강동구,성내동,동원,4,10350224,876250000,84.7,2002,2026
서울,강동구,성내동,동원2,1,9906312,645000000,65.1,2002,2024
서울,강동구,성내동,동일상가,1,6582713,690000000,104.8,1999,2026
서울,강동구,성내동,둔촌역아치스톤(101동),5,10948905,930000000,85.0,2010,2026
서울,강동구,성내동,둔촌역청구,29,14176117,995000000,60.0,1999,2026
서울,강동구,성내동,라움,4,7484000,460000000,67.8,2004,2026
서울,강동구,성내동,라움포레,17,14242526,829000000,59.1,2020,2026
서울,강동구,성내동,로얄,1,8985201,680000000,75.7,2003,2026
서울,강동구,성내동,메이저,3,8602404,730000000,84.9,2001,2025
서울,강동구,성내동,몽촌토성,2,9211002,1020000000,108.3,1993,2026
서울,강동구,성내동,미랜드프레임빌,4,7314905,930000000,127.6,2006,2025
서울,강동구,성내동,백룡도원,4,10771993,660000000,61.3,2001,2026
서울,강동구,성내동,비앤비(102동),1,8285985,700000000,84.5,2003,2026
서울,강동구,성내동,삼성파크타워,3,9649204,2085000000,216.1,1995,2026
서울,강동구,성내동,삼진,1,8562470,710000000,82.9,1995,2026
서울,강동구,성내동,새한올림픽,4,10423053,850000000,81.9,2001,2026
서울,강동구,성내동,샤인빌(A동),1,4730369,400000000,84.6,2003,2025
서울,강동구,성내동,샤인빌(B동),1,7384615,480000000,65.0,2003,2026
서울,강동구,성내동,선광,8,11315840,710000000,60.0,1997,2026
서울,강동구,성내동,성내1차e-편한세상,10,12032728,1052000000,84.4,2003,2025
서울,강동구,성내동,성내2차e-편한세상,15,12737351,1080000000,84.8,2004,2026
서울,강동구,성내동,성내3차e-편한세상,5,10447584,880000000,84.2,2004,2026
서울,강동구,성내동,성내동대성,2,11050703,935000000,84.6,2003,2026
서울,강동구,성내동,성내동삼성아파트,145,15698063,1230000000,59.9,1999,2026
